"codigo_intervencion","fecha_registro_intervencion","nombre_intervencion","objetivo_general","fecha_inicial","fecha_final","estado_intervencion","modalidad_cooperacion","plan_nacional_desarrollo","hoja_ruta","ods","sectores_gobierno","nombre_del_actor","tipo_de_actor","pais_del_actor","rol_del_actor","tipo_de_asistencia","monto_aporte_en_usd","es_adicion","total_territorios"
"R-AO-19-695","2019-01-01T00:00:00.000","Apoyo al programa nacional deL CONSEJO NORUEGO PARA REFUGIADOS EN Colombia","Apoyo al programa de país, que busca: (i) proporcionar asistencia humanitaria oportuna a los grupos vulnerables identificados; (ii) asegurar que las personas que huyeron de la violencia o que están confinadas en Colombia tengan acceso a medidas de protección; (iii) contribución a soluciones duraderas para desplazados internos.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XI. Construcción de paz/D. Reparación: Colombia atiende y repara a las víctimas","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.2.Para 2030 potenciar y promover la inclusión social, económica y política de todos independientemente de la edad, sexo, discapacidad, raza, etnia, origen, religión o condición económica o de otro tipo.","Inclusión Social y Reconciliación|Presidencia de la República","CONSEJO NORUEGO PARA REFUGIADOS","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-701","2019-01-01T00:00:00.000","Prevención de VIH en jóvenes","Estrategia Educativa en Prevención Combinada para VIH enfocada a población clave HSH y Mujeres Trans de las localidades de Mártires, Chapinero y Kennedy.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/B. Salud para todos con calidad y eficiencia, sostenible por todos","1. FOCALIZAR Y DINAMIZAR/D. Otro","3.3.De aquí a 2030, poner fin a las epidemias del SIDA, la tuberculosis, la malaria y las enfermedades tropicales desatendidas y combatir la hepatitis, las enfermedades transmitidas por el agua y otras enfermedades transmisibles","Salud y Protección Social","FONDO DE POBLACIÓN DE LAS NACIONES UNIDAS","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Estados Unidos","| Ejecutor | Donante","| Asistencia Financiera | Asistencia Técnica","81121","SI","1"
"R-AO-19-702","2019-01-01T00:00:00.000","Igualdad de género y empoderamiento de la mujer","Mayor capacidad nacional de las organizaciones estatales y de la sociedad civil para prevenir la violencia por razón de género, así como las prácticas culturales nocivas para la vida y la salud de las niñas y las mujeres, incluidas las uniones tempranas y la mutilación genital femenina,  mediante la prestación de servicios multisectoriales para grupos vulnerables y aquellos afectados por crisis humanitarias","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XIV. Equidad para las mujeres/E. Derecho de las mujeres a una vida libre de violencias","1. FOCALIZAR Y DINAMIZAR/D. Otro","5.3.Eliminar todas las prácticas perjudiciales, como los matrimonios precoces y forzados y la mutilación genital femenina.","Salud y Protección Social","FONDO DE POBLACIÓN DE LAS NACIONES UNIDAS","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Estados Unidos","| Ejecutor | Donante | Ejecutor | Donante","| Asistencia Financiera | Asistencia Técnica","146813","SI","1"
"R-AO-19-792","2019-01-01T00:00:00.000","Estudio de viabilidad planta de tratamiento de agua","Estudio de viabilidad de planta de tratamiento de agua con manejo de lodos en Colombia.","2019-01-01T00:00:00.000","2021-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/VIII. Calidad y eficiencia de servicios públicos/B. Agua limpia y saneamiento básico adecuado: hacia una gestión responsable, sostenible y equitativa","1. FOCALIZAR Y DINAMIZAR/D. Otro","6.1.En 2030, lograr el acceso universal y equitativo al agua potable segura y asequible para todos","Vivienda Ciudad y Territorio","AGENCIA NORUEGA PARA LA COOPERACIÓN AL DESARROLLO","INTERNACIONAL/BILATERAL/SECTORIAL/AGENCIAS DE COOPERACIÓN","Noruega","| Donante","| Asistencia Financiera","104096","SI","1"
"R-AO-19-792","2019-01-01T00:00:00.000","Estudio de viabilidad planta de tratamiento de agua","Estudio de viabilidad de planta de tratamiento de agua con manejo de lodos en Colombia.","2019-01-01T00:00:00.000","2021-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/VIII. Calidad y eficiencia de servicios públicos/B. Agua limpia y saneamiento básico adecuado: hacia una gestión responsable, sostenible y equitativa","1. FOCALIZAR Y DINAMIZAR/D. Otro","6.1.En 2030, lograr el acceso universal y equitativo al agua potable segura y asequible para todos","Vivienda Ciudad y Territorio","CAMBI GROUP SA","INTERNACIONAL/PRIVADO/EMPRESAS","Noruega","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-793","2019-01-01T00:00:00.000","Formalización de municipios de pueblos indígenas","fUNCIONAMIENTO EFECTIVO DE Los Consejos Indígenas en la AMAZONIA colombiana  como autoridades administrativas y políticas QUE Ya SE ENCUENTRAN REGISTRADOS en el Ministerio del Interior y / o administraN fondos estatales y otras funciones a la par con los municipios.","2019-01-01T00:00:00.000","2021-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XII. Equidad de oportunidades para grupos étnicos|Transversales/XII. Equidad de oportunidades para grupos étnicos/A, indígenas, negros, afrocolombianos, raizales, palenqueros y Rrom","1. FOCALIZAR Y DINAMIZAR/D. Otro","16.7.Garantizar la toma de decisiones receptiva, inclusiva, participativa y representativa en todos los niveles.","Interior","AGENCIA NORUEGA PARA LA COOPERACIÓN AL DESARROLLO","INTERNACIONAL/BILATERAL/SECTORIAL/AGENCIAS DE COOPERACIÓN","Noruega","| Donante","| Asistencia Financiera","7394767","SI","1"
"R-AO-19-793","2019-01-01T00:00:00.000","Formalización de municipios de pueblos indígenas","fUNCIONAMIENTO EFECTIVO DE Los Consejos Indígenas en la AMAZONIA colombiana  como autoridades administrativas y políticas QUE Ya SE ENCUENTRAN REGISTRADOS en el Ministerio del Interior y / o administraN fondos estatales y otras funciones a la par con los municipios.","2019-01-01T00:00:00.000","2021-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XII. Equidad de oportunidades para grupos étnicos|Transversales/XII. Equidad de oportunidades para grupos étnicos/A, indígenas, negros, afrocolombianos, raizales, palenqueros y Rrom","1. FOCALIZAR Y DINAMIZAR/D. Otro","16.7.Garantizar la toma de decisiones receptiva, inclusiva, participativa y representativa en todos los niveles.","Interior","RAINFOREST FOUNDATION NORWAY","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Noruega","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-794","2019-01-01T00:00:00.000","Apoyo y fortalecimiento de las organizaciones de la sociedad civil en Colombia.","promover  y proteger los derechos humanos de los grupos marginados y vulnerables y de las personas en áreas específicas","2019-01-01T00:00:00.000","2021-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/E. Participación ciudadana: promoviendo el diálogo y la inclusión democrática para la equidad","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.2.Para 2030 potenciar y promover la inclusión social, económica y política de todos independientemente de la edad, sexo, discapacidad, raza, etnia, origen, religión o condición económica o de otro tipo.","Interior","FONDO NORUEGO PARA LOS DERECHOS HUMANOS","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/ASOCIACIONES Y OTROS","Noruega","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-794","2019-01-01T00:00:00.000","Apoyo y fortalecimiento de las organizaciones de la sociedad civil en Colombia.","promover  y proteger los derechos humanos de los grupos marginados y vulnerables y de las personas en áreas específicas","2019-01-01T00:00:00.000","2021-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/E. Participación ciudadana: promoviendo el diálogo y la inclusión democrática para la equidad","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.2.Para 2030 potenciar y promover la inclusión social, económica y política de todos independientemente de la edad, sexo, discapacidad, raza, etnia, origen, religión o condición económica o de otro tipo.","Interior","REAL EMBAJADA DE NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/EMBAJADAS","Colombia","| Donante","| Asistencia Financiera","4550626","SI","1"
"R-AO-19-795","2019-01-01T00:00:00.000","Observatorios de seguridad comunitaria: un compromiso de los territorios","FORTALECIMIENTO DE Comunidades y organizaciones locales de la sociedad civil de cuatro regiones afectadas por conflictos en Colombia, con un enfoque especial en las mujeres como actores clave en la construcción de la paz.","2019-01-01T00:00:00.000","2022-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XI. Construcción de paz/A. Acciones efectivas para la política de estabilización:  intervención coordinada en zonas estratégicas con seguridad, justicia y equidad","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/2.3.7. Promoción de la participación política y ciudadana de la mujer en el marco del presente Acuerdo","16.7.Garantizar la toma de decisiones receptiva, inclusiva, participativa y representativa en todos los niveles.","Presidencia de la República","FUNDACION PAZ Y RECONCILIACION","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-795","2019-01-01T00:00:00.000","Observatorios de seguridad comunitaria: un compromiso de los territorios","FORTALECIMIENTO DE Comunidades y organizaciones locales de la sociedad civil de cuatro regiones afectadas por conflictos en Colombia, con un enfoque especial en las mujeres como actores clave en la construcción de la paz.","2019-01-01T00:00:00.000","2022-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XI. Construcción de paz/A. Acciones efectivas para la política de estabilización:  intervención coordinada en zonas estratégicas con seguridad, justicia y equidad","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/2.3.7. Promoción de la participación política y ciudadana de la mujer en el marco del presente Acuerdo","16.7.Garantizar la toma de decisiones receptiva, inclusiva, participativa y representativa en todos los niveles.","Presidencia de la República","REAL EMBAJADA DE NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/EMBAJADAS","Colombia","| Donante","| Asistencia Financiera","682594","SI","1"
"R-AO-19-796","2019-01-01T00:00:00.000","Contribuyendo a una Policía Nacional más sensible al género en Colombia","Contribuir a una Policía Nacional de Colombia más sensible al género a través de una autoevaluación institucional de género.","2019-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XIV. Equidad para las mujeres/G. Equidad para las mujeres en la construcción de paz","1. FOCALIZAR Y DINAMIZAR/D. Otro","5.5.Garantizar la participación plena y efectiva de las mujeres y la igualdad de oportunidades para el liderazgo en todos los niveles de toma de decisiones en la vida política, económica y
pública.","Defensa Nacional","CENTRO DE GINEBRA PARA LA GOBERNANZA DEL SECTOR SEGURIDAD","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/ACADEMIA (Universidades, Centros de Investigación)","Suiza","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-796","2019-01-01T00:00:00.000","Contribuyendo a una Policía Nacional más sensible al género en Colombia","Contribuir a una Policía Nacional de Colombia más sensible al género a través de una autoevaluación institucional de género.","2019-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XIV. Equidad para las mujeres/G. Equidad para las mujeres en la construcción de paz","1. FOCALIZAR Y DINAMIZAR/D. Otro","5.5.Garantizar la participación plena y efectiva de las mujeres y la igualdad de oportunidades para el liderazgo en todos los niveles de toma de decisiones en la vida política, económica y
pública.","Defensa Nacional","REAL EMBAJADA DE NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/EMBAJADAS","Colombia","| Donante","| Asistencia Financiera","243597","SI","1"
"R-AO-19-798","2019-01-01T00:00:00.000","Conversatorios (espacios de diálogo) entre las Fuerzas de Seguridad del Estado y Civiles","Mejorar el  nivel de confianza entre los diferentes actores que participan en las conversaciones y sesiones de desarrollo de capacidades: fuerza pública, sociedad civil (comunidades, académicos, periodistas, políticos, expertos), actores estatales, actores internacionales","2019-01-01T00:00:00.000","2022-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/A. Seguridad, autoridad y orden para la libertad: Defensa Nacional, seguridad ciudadana y colaboración ciudadana","1. FOCALIZAR Y DINAMIZAR/D. Otro","16.7.Garantizar la toma de decisiones receptiva, inclusiva, participativa y representativa en todos los niveles.","Presidencia de la República","REAL EMBAJADA DE NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/EMBAJADAS","Colombia","| Donante","| Asistencia Financiera","1365188","SI","1"
"R-AO-19-798","2019-01-01T00:00:00.000","Conversatorios (espacios de diálogo) entre las Fuerzas de Seguridad del Estado y Civiles","Mejorar el  nivel de confianza entre los diferentes actores que participan en las conversaciones y sesiones de desarrollo de capacidades: fuerza pública, sociedad civil (comunidades, académicos, periodistas, políticos, expertos), actores estatales, actores internacionales","2019-01-01T00:00:00.000","2022-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/A. Seguridad, autoridad y orden para la libertad: Defensa Nacional, seguridad ciudadana y colaboración ciudadana","1. FOCALIZAR Y DINAMIZAR/D. Otro","16.7.Garantizar la toma de decisiones receptiva, inclusiva, participativa y representativa en todos los niveles.","Presidencia de la República","SOCIAL DEVELOPMENT GROUP – SDG","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/ASOCIACIONES Y OTROS","Colombia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-799","2019-01-01T00:00:00.000","Fortalecimiento de las estrategias de reconciliación y paz en Colombia.","Fortalecer las estrategias de reconciliación y paz en Colombia.","2019-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XI. Construcción de paz/B. Mayor coordinación y eficiencia para la estabilización","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/3.2.2. Reincorporación económica y social","16.a.Fortalecer las instituciones nacionales pertinentes, incluyendo mediante la cooperación internacional, para la construcción de capacidades en todos los niveles, en particular en los países en desarrollo, para la prevención de la violencia y la lucha contra el terrorismo y la delincuencia.","Presidencia de la República","REAL EMBAJADA DE NORUEGA","INTERNACIONAL/BILATERAL/SECTORIAL/EMBAJADAS","Colombia","| Donante | Donante","| Asistencia Financiera","182897","SI","1"
"R-AO-19-801","2019-01-01T00:00:00.000","Protección y Asistencia humanitaria a la población afectada por la crIsis venezolana en Colombia, Brasil y Venezuela.  ECHO/-AM/BUD/2018/91052. Colombia: Norte de Santander, La Guajira, Arauca, Cundinamarca, Nariño, Valle del Cauca y Cauca.","Brindar asistencia humanitaria y protección a las personas afectadas por la crisis venezolana en Colombia, Brasil, Ecuador y Venezuela.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/K. Que nadie se quede atrás: acciones coordinadas para la reducción de la pobreza","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.7.Facilitar una migración y movimiento de personas ordenada, segura, regular y responsable, a través de la implementación de políticas migratorias planificadas y bien gestionadas.","Relaciones Exteriores","CONSEJO NORUEGO PARA REFUGIADOS","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-801","2019-01-01T00:00:00.000","Protección y Asistencia humanitaria a la población afectada por la crIsis venezolana en Colombia, Brasil y Venezuela.  ECHO/-AM/BUD/2018/91052. Colombia: Norte de Santander, La Guajira, Arauca, Cundinamarca, Nariño, Valle del Cauca y Cauca.","Brindar asistencia humanitaria y protección a las personas afectadas por la crisis venezolana en Colombia, Brasil, Ecuador y Venezuela.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/K. Que nadie se quede atrás: acciones coordinadas para la reducción de la pobreza","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.7.Facilitar una migración y movimiento de personas ordenada, segura, regular y responsable, a través de la implementación de políticas migratorias planificadas y bien gestionadas.","Relaciones Exteriores","ECHO - HUMANITARIAN AID AND CIVIL PROTECTION (COMISIÓN EUROPEA)","INTERNACIONAL/ORGANISMO MULTILATERAL/REGIONAL","Suiza","| Donante | Donante","| Asistencia Financiera","2283640","SI","1"
